Executive Committee,45,FALSE,---
A-7,38,FALSE,---
Abington,45,FALSE,---
Accounting Society,17,FALSE,---
Administrative Assistant,34,FALSE,---
Alliance Christian Fellowship,11,FALSE,---
Alpha Epsilon Delta,34,FALSE,---
Alpha Kappa Psi,45,FALSE,---
Alpha Phi Omega,51,FALSE,---
Altoona,41,FALSE,---
Alumni Outreach 1,20,FALSE,---
Alumni Outreach 2,22,FALSE,---
AMERICAN HELICOPTER SOCIETY,51,FALSE,---
American Institute of Architecture Students,31,FALSE,---
American Institute of Chemical Engineers,34,FALSE,---
American Nuclear Society,14,FALSE,---
Anchored,52,FALSE,---
APICS The Association for Operations Management Penn State Student Affiliate Chapter,45,FALSE,---
Apollo,23,FALSE,---
Arnold Air Society,40,FALSE,---
ASCEND,45,FALSE,---
Association of Residence Hall Students (ARHS),18,FALSE,---
Atlas,25,FALSE,---
Axis,60,FALSE,---
Ayuda,22,FALSE,---
Beaver,22,FALSE,---
Bee House,10,FALSE,---
Behrend,39,FALSE,---
Berks,50,FALSE,---
Best Buddies,41,FALSE,---
Beta Alpha Psi,51,FALSE,---
Biobehavioral Health Society,58,FALSE,---
Biological Honor Society,10,FALSE,---
Biomedical Engineering Society,24,FALSE,---
Blue & White Society,31,FALSE,---
Blue Band,56,FALSE,---
Boulevard,52,FALSE,---
Bounce Dance Organization,57,FALSE,---
BOXING,49,FALSE,---
Brandywine,55,FALSE,---
Bridges to Prosperity,45,FALSE,---
Business and Society House,12,FALSE,---
Chinese Students and Scholars Association,35,FALSE,---
CHINESE UNDERGRADUATE STUDENT ASSOCIATION,59,FALSE,---
Circle K,49,FALSE,---
Clown Nose Club,27,FALSE,---
Club Archery,22,FALSE,---
Club Baseball,28,FALSE,---
Club Cheerleading,37,FALSE,---
Club Crew,45,FALSE,---
Club Croquet,60,FALSE,---
Club Cross Country,25,FALSE,---
Club Dodgeball,53,FALSE,---
Club Equestrian,48,FALSE,---
Club Field Hockey,42,FALSE,---
Club Figure Skating,55,FALSE,---
Club Gymnastics,18,FALSE,---
Club Powerlifting,48,FALSE,---
Club Quidditch,18,FALSE,---
Club Sailing,33,FALSE,---
Club Ski,58,FALSE,---
Club Snowboard,49,FALSE,---
Club Softball,42,FALSE,---
Club Swimming,17,FALSE,---
Club Taekwondo,14,FALSE,---
Club Tennis,60,FALSE,---
Club Track and Field,45,FALSE,---
Club Trap & Skeet Club,40,FALSE,---
Club Western Equestrian,15,FALSE,---
Club Wiffleball,19,FALSE,---
Club Wrestling,43,FALSE,---
College Democrats,19,FALSE,---
College of Earth and Mineral Science Student Council,22,FALSE,---
College of Information Sciences and Technology Student Government (IST Student Government),23,FALSE,---
College Republicans,52,FALSE,---
Committee Outreach Coordinator,40,FALSE,---
Common benefiting THON,51,FALSE,---
Commonwealth Campus Liaison,44,FALSE,---
Communications - Commonwealth Outreach,36,FALSE,---
Communications - Faculty & Staff Outreach,51,FALSE,---
Communications - Student Outreach,25,FALSE,---
Corporate Innovations and Entrepreneurship Society CIES,50,FALSE,---
Cru,53,FALSE,---
Dance Alliance,32,FALSE,---
Dance Team (Lionettes),44,FALSE,---
Dancer Logistics,14,FALSE,---
Dancer Registration/Medical Services (1),28,FALSE,---
Dancer Registration/Medical Services (2),55,FALSE,---
Dancer Storage (1),31,FALSE,---
Dancer Storage (2),59,FALSE,---
Dancer Wellness,15,FALSE,---
DAR Donor Outreach 1,23,FALSE,---
DAR Donor Outreach 2,40,FALSE,---
DAR Donor Outreach 3,50,FALSE,---
DAR Donor Outreach 4,12,FALSE,---
Dash,18,FALSE,---
Delta Sigma Pi,42,FALSE,---
Domani,36,FALSE,---
Donor Outreach 1,56,FALSE,---
Donor Outreach 2,22,FALSE,---
Donor Outreach 3,26,FALSE,---
Donor Outreach 4,48,FALSE,---
Dubois,44,FALSE,---
EARTH House,48,FALSE,---
Eberly College of Science Student Council,14,FALSE,---
Eclipse,43,FALSE,---
Electronic Dance Music Club,52,FALSE,---
Emergency Medical Services Association,26,FALSE,---
Encore,33,FALSE,---
Engineering and Applied Science Interest House (EASI House),31,FALSE,---
Engineering House,48,FALSE,---
ENGINEERING UNDERGRADUATE STUDENT COUNCIL,41,FALSE,---
Engineers for a Sustainable World,53,FALSE,---
ENGINEERS WITHOUT BORDERS AT PENN STATE,42,FALSE,---
Ent - Crowd 1,42,FALSE,---
ENT- Crowd 2,28,FALSE,---
Epsilon Sigma Alpha (ESA),47,FALSE,---
Essence of Joy,43,FALSE,---
Events Coordinator (1),33,FALSE,---
Events Coordinator (2),39,FALSE,---
Everyday,14,FALSE,---
Executive Committee,45,FALSE,---
Family Relations Liaison,32,FALSE,---
Fayette,11,FALSE,---
Filipino Association,34,FALSE,---
Finance - Gift Entry 1,59,FALSE,---
Finance - Gift Entry 2,43,FALSE,---
Finance - Gift Entry 3,38,FALSE,---
Finance - Gift Entry 4,39,FALSE,---
Finance - Gift Entry 5,31,FALSE,---
Finance Society,20,FALSE,---
Fireman's Association (PSUFA),12,FALSE,---
FORENSIC SCIENCE CLUB,42,FALSE,---
FOTO,26,FALSE,---
Futures,52,FALSE,---
Glee Club,23,FALSE,---
Global Brigades Campus Council,12,FALSE,---
Greater Allegheny,58,FALSE,---
Harrisburg,33,FALSE,---
Hazleton,17,FALSE,---
HEAL,35,FALSE,---
Health Policy and Administration Club,47,FALSE,---
Hershey Kisses For The Kids,21,FALSE,---
Hershey Medical Center,34,FALSE,---
Hillel,49,FALSE,---
Hospitality - Admin/GOL,40,FALSE,---
Hospitality - Cadet Liaison/Development,50,FALSE,---
Hospitality - Captain Meals,49,FALSE,---
Hospitality - CEC/Inventory,21,FALSE,---
Hospitality - Community Outreach/Logistics,49,FALSE,---
Hospitality - Concessions/ICL,34,FALSE,---
Hospitality - Dancer Meals,40,FALSE,---
Hospitality - Family Meals/Beverages,32,FALSE,---
Hospitality - Intermediate Meals,50,FALSE,---
Hospitality - Promotions,50,FALSE,---
Impact,57,FALSE,---
INFINITY,43,FALSE,---
Inter-Committee Liaison,39,FALSE,---
Inter-committee Liaison & Events Coordinator,51,FALSE,---
INTERNATIONAL AFFAIRS AND DEBATE ASSOCIATION,17,FALSE,---
International Business Association,17,FALSE,---
Italian Student Society,32,FALSE,---
Kaizen,16,FALSE,---
Kappa Phi,19,FALSE,---
Kinesiology Club,23,FALSE,---
Korean Investment Business Club (KIBC),58,FALSE,---
Korean Student Association,40,FALSE,---
LANDSCAPE ARCHITECTURE STUDENT SOCIETY (LASS),31,FALSE,---
Lehigh Valley,15,FALSE,---
Liberal Arts Undergraduate Council,60,FALSE,---
Lion Ambassadors,21,FALSE,---
Lion's Paw,56,FALSE,---
Mail Call (1),53,FALSE,---
Mail Call (2),53,FALSE,---
Malaysian Students Club,46,FALSE,---
Marketing Association,33,FALSE,---
Mens Club Basketball,28,FALSE,---
Mens Club Lacrosse,57,FALSE,---
Mens Club Soccer,39,FALSE,---
Mens Club Ultimate Frisbee,30,FALSE,---
Mens Club Water Polo,44,FALSE,---
Merchandise - Distribution,56,FALSE,---
Merchandise - Order Management,11,FALSE,---
Merchandise - Storage,53,FALSE,---
Mexican-American Student Association,45,FALSE,---
Millennium Society,40,FALSE,---
Monarch,46,FALSE,---
Mont Alto,19,FALSE,---
Multicultural Undergraduate Law Association (MULA),57,FALSE,---
Multicultural Women's Forum,26,FALSE,---
National Association for the Advancement of Colored People (NAACP),57,FALSE,---
National Association of Black Accountants,34,FALSE,---
National Honor Society for Dance Arts: Penn State Chapter (NHSDA),30,FALSE,---
National Society of Black Engineers,19,FALSE,---
NATIONAL SOCIETY OF LEADERSHIP AND SUCCESS,22,FALSE,---
National Student Speech Language Hearing Association,10,FALSE,---
Navigators,51,FALSE,---
New Kensington,55,FALSE,---
Newman Catholic Student Association,57,FALSE,---
No Refund Theatre,46,FALSE,---
Off Campus Student Union,41,FALSE,---
Ohana,46,FALSE,---
Operation Blue and Gold,50,FALSE,---
OPPerations - Administrative Assistance / SOS,55,FALSE,---
OPPerations - BSR: Engagement,45,FALSE,---
OPPerations - BSR: Involvement,19,FALSE,---
OPPerations - CMO: Alternative Fundraisers,32,FALSE,---
OPPerations - CMO: Communications,11,FALSE,---
OPPerations - Construction (1),39,FALSE,---
OPPerations - Construction (2),12,FALSE,---
OPPerations - Dancer Relations Liaison,30,FALSE,---
OPPerations - Inspiration,36,FALSE,---
OPPerations - Logistics (1),59,FALSE,---
OPPerations - Logistics (2),15,FALSE,---
OPPerations - LT Liaison,37,FALSE,---
OPPerations - Recycling Events Coordinator,57,FALSE,---
OPPerations - Rules & Regulations Liaison,47,FALSE,---
OPPerations - Set Up / Tear Down (1),32,FALSE,---
OPPerations - Set Up / Tear Down (2),54,FALSE,---
OPPerations - Supply Logistics Liaison,60,FALSE,---
OPPerations - Sustainbility,45,FALSE,---
OPPerations - Timeline Management,18,FALSE,---
OPPerations - Ultimate Liaison,15,FALSE,---
Orchesis Dance Company,37,FALSE,---
Oriana Singers,49,FALSE,---
Orthodox Christian Fellowship,10,FALSE,---
Outing Club,18,FALSE,---
Parmi Nous Society,26,FALSE,---
Passion With Purpose,57,FALSE,---
Penn College of Technology,40,FALSE,---
Penn State Cheerleading Team,46,FALSE,---
Penn State Economics Association,32,FALSE,---
Penn State Fitness Instructors,48,FALSE,---
Penn State Investment Association (PSIA),28,FALSE,---
Penn State Lion Scouts,46,FALSE,---
Penn State Lyrical Line,26,FALSE,---
Penn State Rugby,53,FALSE,---
Phi Beta Lambda,48,FALSE,---
Phi Chi Theta,25,FALSE,---
Phi Eta Sigma,32,FALSE,---
Phi Gamma Nu,26,FALSE,---
Phi Sigma Pi,13,FALSE,---
Phoenix,31,FALSE,---
Pi Mu Mu,16,FALSE,---
Pillar,34,FALSE,---
Pink Ribbon Club,41,FALSE,---
Pre-Medical Society,26,FALSE,---
Pre-Vet Club,45,FALSE,---
Professional Golf Management,23,FALSE,---
Professional Management Association,38,FALSE,---
Psi Chi - The International Honor Society in Psychology,38,FALSE,---
PSU CrossFit Club,57,FALSE,---
Public Relations Photography Committee,53,FALSE,---
Public Relations Production Development,27,FALSE,---
Public Relations Promotions Committee 1,57,FALSE,---
Public Relations Promotions Committee 2,49,FALSE,---
Public Relations Student Society of America (PRSSA),13,FALSE,---
R&R Alt Fund 1,18,FALSE,---
R&R Alt Fund 2,53,FALSE,---
R&R Alt Fund 3,13,FALSE,---
R&R Alt Fund 4,13,FALSE,---
R&R Alt Fund 5,15,FALSE,---
R&R CMs,34,FALSE,---
R&R ES Admin,60,FALSE,---
R&R ES EMS/SL Liaison,27,FALSE,---
R&R ES ENT/PR Liaison,58,FALSE,---
R&R ES Head of Pass,40,FALSE,---
R&R ES Head of Security,35,FALSE,---
R&R ES Pass Team 1,29,FALSE,---
R&R ES Pass Team 2,48,FALSE,---
R&R ES Pass Team 3,27,FALSE,---
R&R ES Pass Team 4,27,FALSE,---
R&R ES Pass Team 5,13,FALSE,---
R&R ES Pass Team 6,36,FALSE,---
R&R ES Pass Team 7,33,FALSE,---
R&R ES PR/FR Liaison,14,FALSE,---
R&R ES PRYB Liaison,34,FALSE,---
R&R ES Security Team 1,55,FALSE,---
R&R ES Security Team 2,50,FALSE,---
R&R ES Security Team 3,21,FALSE,---
R&R ES Security Team 4,16,FALSE,---
R&R ES Security Team 5,20,FALSE,---
R&R ES T&D,21,FALSE,---
R&R ES Timeline,33,FALSE,---
R&R Revamp 1,16,FALSE,---
R&R Revamp 2,37,FALSE,---
R&R Security Team 6,38,FALSE,---
R&R Volunteer Safety 1,19,FALSE,---
R&R Volunteer Safety 2,39,FALSE,---
R&R Volunteer Safety 3,25,FALSE,---
R&R Volunteer Safety 4,10,FALSE,---
R&R VS Administrative Assistant & Committee Relations,19,FALSE,---
R&R VS Alt Fund 1,36,FALSE,---
R&R VS Alt Fund 2,42,FALSE,---
R&R VS Alt Fund 3,19,FALSE,---
R&R VS Alt Fund 4,32,FALSE,---
R&R VS Alt Fund 5,45,FALSE,---
R&R VS Fundraising Outreach,12,FALSE,---
R&R VS Fundraising Safety 1,25,FALSE,---
R&R VS Fundraising Safety 2,51,FALSE,---
R&R VS Fundraising Safety 3,38,FALSE,---
r&R VS Fundraising Safety 3,38,FALSE,---
R&R VS Fundraising Safety 4,31,FALSE,---
r&R VS Fundraising Safety 4,37,FALSE,---
R&R VS Fundraising Safety 5,38,FALSE,---
r&R VS Fundraising Safety 5,36,FALSE,---
R&R VS Fundraising Safety 6,12,FALSE,---
r&R VS Fundraising Safety 6,46,FALSE,---
R&R VS PRYB Liaison,54,FALSE,---
R&R VS Security 1,50,FALSE,---
R&R VS Security 2,10,FALSE,---
R&R VS Training & Development,59,FALSE,---
Raw Aesthetics Movements,57,FALSE,---
RECREATION-PARK AND TOURISM MANAGEMENT STUDENT SOCIETY,60,FALSE,---
Reformed University Fellowship,35,FALSE,---
Reve Dance Company,50,FALSE,---
Sample Organization,38,FALSE,---
Sapphire Leadership Program,36,FALSE,---
Saudi Arabian Student Association,11,FALSE,---
School of Hospitality Management THON Committee,59,FALSE,---
School of Theatre THON Organization,36,FALSE,---
Schreyer Honors College Student Council,13,FALSE,---
Schuylkill,52,FALSE,---
Science LionPride,47,FALSE,---
SE - Creative Inspiration #1,50,FALSE,---
SE - Creative Inspiration #2,26,FALSE,---
SE - Creative Inspiration #3,33,FALSE,---
SE - Creative Inspiration #4,20,FALSE,---
ServeState: Students for Philanthropy,55,FALSE,---
Shenango,45,FALSE,---
Sikh Student Association,37,FALSE,---
Silver Wings,23,FALSE,---
Singing Lions,54,FALSE,---
Ski Team,47,FALSE,---
Skull and Bones Society,19,FALSE,---
Smeal LeaderSHIP (Students Helping to Integrate Professionalism),19,FALSE,---
Smeal MBA Program,55,FALSE,---
Smeal Student Council,10,FALSE,---
Smeal Student Mentors,53,FALSE,---
Society for Human Resource Management-Society of Labor and Employment Relations (SHRM-SLER),31,FALSE,---
Society of Women Engineers,18,FALSE,---
Songwriters Club,13,FALSE,---
South Asian Student Association,32,FALSE,---
Spanish Club,15,FALSE,---
Sports Business Club,56,FALSE,---
Springfield,35,FALSE,---
Student Athlete Advisory Board (SAAB),29,FALSE,---
Student Athletic Training Club,56,FALSE,---
Student Council for Exceptional Children,22,FALSE,---
Student Minority Advisory and Recruitment Team (SMART),50,FALSE,---
Student National Medical Association,57,FALSE,---
Student Nursing Association of Pennsylvania (SNAP),11,FALSE,---
Student Nutrition Association,44,FALSE,---
Student Pennsylvania State Education Association,12,FALSE,---
Student Red Cross Club,16,FALSE,---
Student Society of Architectural Engineers,24,FALSE,---
Student United Way,19,FALSE,---
Students of S.H.I.E.L.D (The Marvel Club),28,FALSE,---
Supply Logistics/Hospitality Liaison,54,FALSE,---
Taiwanese American Student Association (TASA),19,FALSE,---
Tapestry Dance Company,26,FALSE,---
Tetra,46,FALSE,---
The Bridge Initiative-Penn State,42,FALSE,---
Theme Park Engineering Group,17,FALSE,---
Thespians,36,FALSE,---
THON Communications,35,FALSE,---
THON Dancer Relations,25,FALSE,---
THON Donor & Alumni Relations Alumni Engagement,10,FALSE,---
THON Donor & Alumni Relations Development,48,FALSE,---
THON Donor and Alumni Relations,22,FALSE,---
THON Entertainment,23,FALSE,---
THON Family Relations,48,FALSE,---
THON Finance,40,FALSE,---
THON Hospitality,60,FALSE,---
THON Merchandise,12,FALSE,---
THON OPPerations,24,FALSE,---
THON Public Relations,59,FALSE,---
THON R&R Event Safety,15,FALSE,---
THON R&R Volunteer Safety,40,FALSE,---
THON Special Events,53,FALSE,---
THON Supply Logistics,28,FALSE,---
THON Technology,44,FALSE,---
THON Weekend Development (1),17,FALSE,---
THON Weekend Development (2),15,FALSE,---
Timeline Logistics,26,FALSE,---
Training & Development,57,FALSE,---
Tri-STATE,27,FALSE,---
Trilogy,33,FALSE,---
VIETNAMESE STUDENT ASSOCIATION,36,FALSE,---
Vole (Ballet),28,FALSE,---
Whiplash Dance Team,48,FALSE,---
Wilkes-Barre,58,FALSE,---
Women in Business,24,FALSE,---
Womens Club Basketball,14,FALSE,---
Womens Club Lacrosse,42,FALSE,---
Womens Club Soccer,57,FALSE,---
Womens Club Ultimate Frisbee,58,FALSE,---
Womens Club Volleyball,27,FALSE,---
Womens Club Water Polo,56,FALSE,---
Womens Ice Hockey,12,FALSE,---
Worthington Scranton,12,FALSE,---
York,46,FALSE,---
Acacia,23,FALSE,---
Alpha Chi Omega,46,FALSE,---
Alpha Chi Rho,42,FALSE,---
Alpha Delta Phi,25,FALSE,---
Alpha Delta Pi,32,FALSE,---
Alpha Epsilon Pi,33,FALSE,---
Alpha Gamma Rho,14,FALSE,---
Alpha Kappa Delta Phi,16,FALSE,---
Alpha Kappa Lambda,25,FALSE,---
Alpha Omicron Pi,29,FALSE,---
Alpha Phi,28,FALSE,---
Alpha Rho Chi,39,FALSE,---
Alpha Sigma Alpha,57,FALSE,---
Alpha Sigma Phi,57,FALSE,---
Alpha Tau Omega,30,FALSE,---
Alpha Xi Delta,57,FALSE,---
Alpha Zeta,22,FALSE,---
Beta Sigma Beta,56,FALSE,---
Beta Theta Pi,24,FALSE,---
Chi Phi,52,FALSE,---
Chi Upsilon Sigma,58,FALSE,---
Delta Chi,29,FALSE,---
Delta Gamma,12,FALSE,---
Delta Kappa Epsilon,51,FALSE,---
Delta Sigma Iota,40,FALSE,---
Delta Sigma Phi,36,FALSE,---
Delta Tau Delta,51,FALSE,---
Delta Theta Sigma,57,FALSE,---
Delta Upsilon,25,FALSE,---
Delta Zeta,28,FALSE,---
Gamma Phi Beta,39,FALSE,---
Gamma Sigma Sigma,12,FALSE,---
Iota Nu Delta,38,FALSE,---
Kappa Alpha Theta,16,FALSE,---
Kappa Delta,42,FALSE,---
Kappa Kappa Gamma,36,FALSE,---
Kappa Sigma,33,FALSE,---
Lambda Chi Alpha,12,FALSE,---
Lambda Phi Epsilon,55,FALSE,---
Omega Phi Alpha,19,FALSE,---
Phi Gamma Delta,12,FALSE,---
Phi Kappa Psi,42,FALSE,---
Phi Kappa Sigma,41,FALSE,---
Phi Kappa Theta,32,FALSE,---
Phi Mu,28,FALSE,---
Phi Mu Delta,45,FALSE,---
Phi Sigma Kappa,52,FALSE,---
Phi Sigma Phi,34,FALSE,---
Phi Sigma Rho,37,FALSE,---
Phi Sigma Sigma,30,FALSE,---
Pi Beta Phi,57,FALSE,---
Pi Delta Psi,13,FALSE,---
Pi Kappa Alpha,10,FALSE,---
Pi Lambda Phi,26,FALSE,---
Sigma Alpha,13,FALSE,---
Sigma Alpha Epsilon,49,FALSE,---
Sigma Alpha Mu,14,FALSE,---
Sigma Chi,42,FALSE,---
Sigma Delta Tau,12,FALSE,---
Sigma Kappa,20,FALSE,---
Sigma Nu,55,FALSE,---
Sigma Omicron Pi,17,FALSE,---
Sigma Phi Epsilon,17,FALSE,---
Sigma Pi,30,FALSE,---
Sigma Sigma Rho,53,FALSE,---
Sigma Tau Gamma,34,FALSE,---
Tau Kappa Epsilon,49,FALSE,---
Tau Phi Delta,23,FALSE,---
Theta Chi,60,FALSE,---
Theta Delta Chi,27,FALSE,---
Triangle,33,FALSE,---
Zeta Beta Tau,50,FALSE,---
Zeta Psi,57,FALSE,---
Zeta Tau Alpha,25,FALSE,---